age,taille,poids,sport_licence,niveau_etude,region,smoker,nationalité_francaise,nb_enfants,quotient_caf,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,montant_pret
48,181.4,96.9,oui,7,Île-de-France,oui,oui,1,256.1,2725,6.0,2.5068201193520885,0.74,2022-04-20,574.7797217537943,5306.473283539622,15528.576453174232
22,180.2,51.8,non,8,Hauts-de-France,oui,non,2,170.4,2066,6.0,2.5068201193520885,0.99,2024-04-14,739.0,5000.0,500.0
21,171.0,84.8,non,5,Provence-Alpes-Côte d’Azur,non,non,0,238.0,2329,2.0,2.0,0.3,2020-05-12,341.0,5306.473283539622,500.0
32,169.3,66.5,oui,4,Hauts-de-France,non,oui,1,210.8,3055,3.0,0.0,0.44,2020-07-31,574.7797217537943,5000.0,14568.334208978857
34,164.5,32.0,non,0,Provence-Alpes-Côte d’Azur,non,non,2,450.0,1915,2.0,5.0,0.11,2024-12-04,629.0,5000.0,500.0
26,153.9,80.2,oui,5,Normandie,non,non,0,245.0,1702,0.0,5.0,0.89,2025-04-09,807.0,5306.473283539622,500.0
55,167.0,69.2,non,4,Île-de-France,non,non,0,396.9,3179,0.0,4.0,0.64,2025-06-08,565.0,5306.473283539622,500.0
33,165.9,59.4,oui,8,Corse,non,oui,0,303.1,2335,6.0,2.5068201193520885,0.43,2020-02-16,574.7797217537943,5306.473283539622,13538.723414551052
63,176.3,85.7,non,5,Bretagne,non,oui,1,196.9,2843,3.0,2.5068201193520885,0.6,2024-07-31,574.7797217537943,5000.0,15865.769210306777
70,171.0,91.9,non,8,Hauts-de-France,oui,non,1,188.0,3593,3.0,2.5068201193520885,0.13,2022-10-31,377.0,5306.473283539622,500.0
61,187.1,48.3,oui,0,Normandie,oui,non,3,341.8,2064,3.0,2.5068201193520885,0.77,2020-11-28,574.7797217537943,5000.0,500.0
68,175.2,68.9,oui,7,Corse,oui,non,0,143.9,2689,2.0,3.0,0.03,2024-07-17,407.0,5306.473283539622,500.0
19,181.2,59.6,oui,8,Corse,oui,oui,2,184.7,686,0.0,5.0,0.35,2020-12-02,574.7797217537943,5000.0,9216.185210538626
41,143.9,78.2,oui,4,Hauts-de-France,oui,oui,2,222.4,2269,3.0,2.5068201193520885,0.65,2021-09-12,574.7797217537943,5000.0,1664.546458554062
19,167.4,87.8,oui,0,Occitanie,non,oui,3,306.9,3572,3.0,2.5068201193520885,0.13,2022-05-31,574.7797217537943,5000.0,23701.954217345
41,189.8,60.9,oui,7,Auvergne-Rhône-Alpes,oui,oui,1,213.0,3176,6.0,2.5068201193520885,0.37,2022-11-03,574.7797217537943,5000.0,23352.75852115629
28,169.4,26.0,non,4,Hauts-de-France,non,oui,1,163.2,1581,3.0,4.0,0.44,2023-02-08,459.0,5306.473283539622,500.0
67,161.4,73.8,non,4,Hauts-de-France,non,oui,0,317.6,1499,6.0,2.5068201193520885,0.19,2020-04-18,336.0,5306.473283539622,500.0
36,181.3,49.3,non,7,Hauts-de-France,oui,non,0,225.4,3311,0.0,1.0,0.84,2025-02-17,620.0,5306.473283539622,500.0
46,187.8,39.5,oui,5,Provence-Alpes-Côte d’Azur,non,non,2,223.3,2573,3.0,2.5068201193520885,0.01,2023-05-24,711.0,5306.473283539622,2122.81655099979
48,176.6,102.6,non,8,Corse,non,non,2,270.7,3395,3.0,2.5068201193520885,0.72,2023-05-06,574.7797217537943,5306.473283539622,500.0
71,169.7,55.0,oui,5,Bretagne,non,oui,3,295.6,4150,3.0,2.5068201193520885,0.54,2022-05-30,574.7797217537943,5306.473283539622,27773.50859651505
59,169.2,81.5,oui,7,Île-de-France,oui,non,1,273.4,2365,3.0,2.5068201193520885,0.54,2023-04-20,342.0,5000.0,500.0
32,181.0,71.9,oui,7,Auvergne-Rhône-Alpes,non,oui,3,340.4,1999,3.0,2.5068201193520885,0.32,2024-03-18,574.7797217537943,5306.473283539622,21176.77233943825
33,175.8,78.8,oui,0,Occitanie,oui,non,0,398.2,2309,3.0,2.5068201193520885,0.36,2021-08-05,412.0,5000.0,500.0
75,176.6,66.5,non,4,Hauts-de-France,non,oui,2,256.0,3378,2.0,3.0,0.4,2020-05-17,574.7797217537943,5000.0,800.5745518760953
46,169.6,66.0,oui,4,Corse,oui,oui,2,197.9,2495,2.0,1.0,0.61,2023-06-25,369.0,5000.0,500.0
63,158.3,57.8,non,4,Corse,non,oui,1,240.9,1907,0.0,2.5068201193520885,0.86,2021-03-05,396.0,5000.0,500.0
48,172.6,80.6,oui,8,Occitanie,non,oui,2,157.9,1584,3.0,2.5068201193520885,0.12,2020-05-22,574.7797217537943,5000.0,29557.912257855467
55,192.5,54.0,oui,5,Hauts-de-France,oui,oui,2,22.9,1457,0.0,0.0,0.61,2024-05-28,574.7797217537943,5306.473283539622,7375.093772070519
49,172.0,68.7,oui,4,Provence-Alpes-Côte d’Azur,non,oui,0,209.2,978,2.0,4.0,0.28,2022-10-22,433.0,5306.473283539622,500.0
56,163.5,63.0,non,7,Occitanie,oui,oui,0,235.3,3335,0.0,1.0,0.78,2023-04-06,723.0,5306.473283539622,500.0
47,145.3,85.3,non,0,Corse,oui,non,0,305.4,743,3.0,5.0,0.84,2024-07-16,758.0,5000.0,500.0
75,181.0,92.0,non,4,Île-de-France,oui,oui,1,234.4,4358,3.0,0.0,0.48,2024-06-15,574.7797217537943,5306.473283539622,9413.634247066258
26,183.1,68.7,oui,4,Auvergne-Rhône-Alpes,oui,non,3,298.6,3328,6.0,0.0,0.05,2025-04-22,574.7797217537943,5000.0,500.0
72,188.5,67.5,non,4,Normandie,non,non,1,275.8,1483,3.0,2.5068201193520885,0.25,2023-06-17,451.0,5000.0,500.0
35,171.9,66.4,non,7,Normandie,non,non,0,231.4,2226,3.0,2.5068201193520885,0.67,2025-02-28,573.0,5000.0,500.0
51,162.1,53.9,oui,8,Corse,non,oui,3,183.7,2664,3.0,2.5068201193520885,0.71,2025-02-26,574.7797217537943,5306.473283539622,18333.83797856056
54,174.2,56.5,oui,7,Normandie,non,oui,0,302.8,500,6.0,2.5068201193520885,0.5,2024-07-20,574.7797217537943,5306.473283539622,8649.397177024455
55,172.0,56.8,non,4,Normandie,non,oui,0,111.8,4448,3.0,0.0,0.01,2025-01-09,841.0,5306.473283539622,1293.9693614724792
31,180.4,76.4,non,5,Provence-Alpes-Côte d’Azur,oui,oui,3,271.0,1277,3.0,5.0,0.54,2020-05-29,690.0,5306.473283539622,7119.504374535662
73,178.9,71.0,oui,5,Corse,non,oui,4,360.6,1680,2.0,1.0,0.26,2021-03-23,574.7797217537943,5000.0,12520.379879086186
54,170.7,61.5,non,0,Auvergne-Rhône-Alpes,oui,oui,2,440.0,3381,6.0,3.0,0.33,2021-12-13,574.7797217537943,5306.473283539622,500.0
38,189.4,62.4,oui,8,Occitanie,oui,oui,0,271.2,1873,2.0,2.5068201193520885,0.33,2024-11-01,389.0,5000.0,9722.80265092884
39,158.9,91.8,oui,7,Bretagne,oui,non,0,221.2,2112,2.0,2.5068201193520885,0.41,2025-01-18,551.0,5000.0,500.0
37,176.0,61.8,non,8,Provence-Alpes-Côte d’Azur,non,oui,1,32.5,2753,2.0,2.5068201193520885,0.57,2020-01-10,789.0,5306.473283539622,18698.40842513472
48,176.8,75.2,non,8,Bretagne,non,oui,1,314.6,3599,3.0,2.0,0.55,2020-08-18,574.7797217537943,5306.473283539622,27720.17606832052
46,175.5,87.5,oui,4,Provence-Alpes-Côte d’Azur,non,oui,2,409.7,1735,6.0,1.0,0.05,2021-04-16,485.0,5000.0,25952.3449595525
21,169.5,86.7,oui,7,Corse,oui,non,4,333.1,738,6.0,5.0,0.87,2022-04-19,574.7797217537943,5000.0,500.0
71,166.8,93.9,non,4,Hauts-de-France,non,non,1,120.1,1098,0.0,2.5068201193520885,0.41,2021-09-27,650.0,5306.473283539622,500.0
72,191.6,91.6,non,5,Occitanie,oui,oui,1,385.3,3505,6.0,2.5068201193520885,0.02,2023-05-24,574.7797217537943,5000.0,6038.339550389609
56,157.5,72.0,non,0,Bretagne,oui,oui,1,228.1,2500,0.0,2.5068201193520885,0.31,2022-08-15,490.0,5000.0,500.0
41,180.4,73.7,oui,7,Provence-Alpes-Côte d’Azur,non,oui,0,203.3,2323,2.0,2.5068201193520885,0.34,2023-05-09,574.7797217537943,5000.0,12864.164024743575
71,158.6,51.5,oui,4,Corse,oui,non,0,254.5,2381,2.0,2.0,0.33,2020-06-17,509.0,5306.473283539622,500.0
53,190.9,69.0,oui,4,Corse,non,oui,2,192.4,1691,0.0,2.5068201193520885,0.81,2024-04-15,574.7797217537943,5306.473283539622,1582.7093625023706
22,173.4,75.8,oui,8,Provence-Alpes-Côte d’Azur,oui,non,1,218.2,1643,3.0,2.0,0.96,2022-12-30,575.0,5000.0,500.0
21,159.6,64.2,non,5,Bretagne,non,oui,2,247.3,500,6.0,4.0,0.14,2020-07-16,574.7797217537943,5000.0,6881.368867476603
28,175.6,59.4,non,5,Occitanie,oui,oui,1,233.2,2377,2.0,2.5068201193520885,0.65,2020-02-09,438.0,5306.473283539622,1005.5573551479428
20,163.6,50.9,non,5,Île-de-France,non,oui,1,113.6,1301,3.0,2.5068201193520885,0.25,2022-12-31,583.0,5000.0,5152.431278302917
47,174.1,84.8,oui,4,Occitanie,non,oui,1,272.4,1153,3.0,0.0,0.02,2023-07-19,483.0,5000.0,5653.637804126459
28,162.0,88.7,non,8,Provence-Alpes-Côte d’Azur,oui,oui,0,339.3,2600,0.0,4.0,0.93,2024-08-07,574.7797217537943,5306.473283539622,7054.437303650374
44,151.0,64.6,oui,0,Normandie,non,oui,0,439.9,2335,3.0,5.0,0.64,2021-07-03,574.7797217537943,5306.473283539622,1294.557322138523
58,173.0,92.6,oui,4,Hauts-de-France,oui,non,1,203.3,848,2.0,2.5068201193520885,0.86,2021-07-14,574.7797217537943,5000.0,500.0
64,154.4,72.9,non,0,Bretagne,oui,non,0,256.8,2440,6.0,2.5068201193520885,0.01,2022-10-14,597.0,5000.0,500.0
61,168.5,70.3,non,7,Corse,oui,non,2,263.3,1865,0.0,1.0,0.49,2023-05-17,558.0,5000.0,500.0
33,165.6,57.1,oui,4,Normandie,oui,oui,0,144.0,3171,3.0,4.0,0.63,2022-01-21,785.0,5306.473283539622,500.0
57,165.9,100.6,oui,8,Auvergne-Rhône-Alpes,non,non,1,77.4,3483,2.0,2.5068201193520885,0.35,2025-03-13,508.0,5306.473283539622,6425.45197777945
35,167.0,88.4,non,7,Normandie,non,oui,5,440.1,1249,3.0,2.5068201193520885,0.95,2024-06-29,574.7797217537943,5000.0,29728.935400302784
26,162.0,56.2,oui,5,Occitanie,non,oui,1,377.8,3061,6.0,2.0,0.02,2021-06-18,574.7797217537943,5000.0,27677.791846229946
31,168.5,78.9,non,7,Normandie,oui,oui,2,488.6,2231,3.0,2.5068201193520885,0.04,2025-05-22,574.7797217537943,5306.473283539622,12243.879718206934
48,198.8,61.7,oui,5,Bretagne,non,oui,1,1.0,2970,0.0,1.0,0.97,2023-11-07,574.7797217537943,5000.0,5003.7731711517545
59,174.0,48.3,oui,0,Normandie,non,non,1,270.8,3163,0.0,2.5068201193520885,0.56,2023-02-13,574.7797217537943,5306.473283539622,500.0
49,170.3,81.0,non,7,Île-de-France,oui,non,1,276.8,2041,3.0,2.5068201193520885,0.6,2023-11-10,568.0,5306.473283539622,500.0
36,176.3,53.1,oui,5,Bretagne,oui,oui,2,79.4,1258,6.0,1.0,0.06,2025-02-13,355.0,5000.0,4701.782922226514
73,143.5,58.2,oui,0,Auvergne-Rhône-Alpes,non,oui,0,238.6,4318,6.0,2.5068201193520885,0.27,2022-05-01,647.0,5000.0,16936.92798126162
43,166.7,80.6,non,5,Occitanie,non,non,0,179.0,2320,0.0,2.5068201193520885,0.17,2024-11-24,339.0,5306.473283539622,500.0
73,197.9,81.3,non,0,Île-de-France,non,oui,0,225.5,3668,0.0,2.5068201193520885,0.85,2024-08-02,493.0,5306.473283539622,500.0
36,176.5,82.1,oui,5,Bretagne,oui,non,1,179.9,3305,6.0,3.0,0.16,2022-09-23,574.7797217537943,5306.473283539622,500.0
22,166.1,61.7,non,5,Occitanie,non,oui,0,241.3,2800,0.0,1.0,0.49,2020-07-15,574.7797217537943,5000.0,11088.708183697732
67,144.3,95.0,oui,5,Bretagne,oui,oui,1,252.0,590,3.0,2.0,0.9,2022-11-28,682.0,5306.473283539622,6053.326999764287
48,173.7,65.1,non,0,Île-de-France,non,non,1,199.0,2386,2.0,2.5068201193520885,0.21,2020-08-27,702.0,5000.0,500.0
37,171.7,51.8,non,7,Provence-Alpes-Côte d’Azur,oui,oui,1,208.7,2656,3.0,2.5068201193520885,0.28,2024-03-31,574.7797217537943,5000.0,5737.083591176673
28,169.7,60.7,non,8,Hauts-de-France,non,oui,2,222.0,1742,2.0,2.5068201193520885,0.28,2022-10-31,760.0,5306.473283539622,27600.00705682212
45,174.8,33.3,oui,4,Occitanie,oui,oui,1,273.6,1388,2.0,5.0,0.18,2024-07-18,589.0,5000.0,4811.604096119234
73,165.6,78.7,non,4,Île-de-France,oui,oui,2,270.1,2424,3.0,2.5068201193520885,0.46,2025-01-13,574.7797217537943,5306.473283539622,2192.0470685879477
59,159.4,62.8,oui,4,Occitanie,non,oui,-1,185.2,3699,0.0,1.0,0.86,2021-07-01,574.7797217537943,5306.473283539622,500.0
73,165.7,96.8,oui,0,Hauts-de-France,non,oui,1,208.3,3324,0.0,1.0,0.16,2022-06-23,574.7797217537943,5306.473283539622,13169.833663892612
20,159.3,81.0,non,5,Hauts-de-France,non,oui,3,238.4,2998,3.0,5.0,0.31,2020-08-21,549.0,5306.473283539622,14617.663047226106
45,170.8,49.5,oui,7,Île-de-France,oui,non,2,313.5,2015,6.0,3.0,0.98,2022-12-15,757.0,5000.0,3209.733698487022
54,182.6,45.0,oui,5,Auvergne-Rhône-Alpes,oui,oui,0,340.8,3914,6.0,2.5068201193520885,0.45,2023-07-30,574.7797217537943,5306.473283539622,11863.877179280147
47,180.5,64.1,oui,0,Corse,non,non,-1,306.1,3406,3.0,5.0,0.8,2023-12-12,574.7797217537943,5000.0,500.0
40,164.2,78.3,oui,8,Occitanie,oui,oui,2,283.9,2392,3.0,1.0,0.44,2020-12-15,574.7797217537943,5306.473283539622,31677.026770062177
59,174.8,46.5,oui,0,Corse,non,non,2,175.4,565,0.0,0.0,0.45,2021-08-04,574.7797217537943,5000.0,500.0
23,160.9,59.5,oui,5,Normandie,oui,oui,0,339.8,500,3.0,5.0,0.97,2021-09-25,574.7797217537943,5000.0,500.0
25,173.6,87.9,oui,4,Hauts-de-France,non,oui,3,397.5,2868,0.0,2.5068201193520885,0.75,2022-01-11,574.7797217537943,5000.0,14394.551617333129
19,164.1,72.7,oui,4,Provence-Alpes-Côte d’Azur,non,non,2,306.2,782,3.0,2.5068201193520885,0.19,2021-03-27,574.7797217537943,5000.0,500.0
25,169.0,109.2,oui,5,Normandie,non,non,0,172.1,2235,6.0,5.0,0.15,2022-08-25,462.0,5306.473283539622,500.0
48,153.7,77.9,oui,7,Normandie,non,oui,2,218.3,500,3.0,2.5068201193520885,0.83,2023-12-19,783.0,5306.473283539622,26081.83669335257
54,165.9,77.2,oui,8,Occitanie,oui,oui,0,310.2,545,0.0,1.0,0.84,2024-12-26,574.7797217537943,5000.0,500.0
40,174.2,72.4,non,7,Île-de-France,oui,non,3,169.1,1515,3.0,1.0,0.49,2025-05-02,574.7797217537943,5000.0,500.0
51,158.0,66.4,non,7,Normandie,oui,non,2,328.0,1422,6.0,4.0,0.98,2025-03-12,833.0,5000.0,500.0
36,155.9,72.6,non,5,Occitanie,non,oui,0,261.3,2615,3.0,2.5068201193520885,0.46,2020-01-08,311.0,5000.0,1644.756915594371
46,174.5,65.1,non,7,Provence-Alpes-Côte d’Azur,oui,non,1,205.1,2460,6.0,2.0,0.8,2021-04-13,574.7797217537943,5306.473283539622,500.0
26,178.1,68.8,non,8,Île-de-France,non,oui,1,153.0,3522,2.0,2.5068201193520885,0.12,2022-08-30,585.0,5000.0,26468.947087104578
50,169.0,79.1,non,4,Île-de-France,non,oui,5,330.2,3254,6.0,2.5068201193520885,0.8,2023-03-17,574.7797217537943,5306.473283539622,39513.47325102886
61,184.4,97.8,non,5,Auvergne-Rhône-Alpes,oui,oui,1,201.7,1793,6.0,2.5068201193520885,0.39,2020-09-01,574.7797217537943,5000.0,1959.496865991906
64,155.1,79.7,oui,5,Normandie,non,oui,0,34.9,1357,6.0,2.5068201193520885,0.5,2022-05-12,634.0,5000.0,500.0
51,181.6,71.7,non,4,Occitanie,oui,oui,2,299.8,1089,0.0,2.5068201193520885,0.42,2022-10-13,737.0,5000.0,500.0
60,180.2,74.1,non,0,Occitanie,oui,oui,2,306.5,3548,2.0,1.0,0.26,2022-09-21,344.0,5000.0,500.0
59,160.2,75.1,oui,8,Île-de-France,non,non,3,205.9,2821,0.0,2.5068201193520885,0.82,2022-04-27,848.0,5000.0,21603.41859867231
75,170.5,63.7,oui,0,Provence-Alpes-Côte d’Azur,non,non,3,306.1,4967,2.0,2.5068201193520885,0.14,2021-04-13,574.7797217537943,5000.0,9608.263654081627
38,144.1,80.4,oui,7,Provence-Alpes-Côte d’Azur,oui,oui,4,185.3,854,6.0,0.0,0.86,2023-01-20,574.7797217537943,5000.0,21518.139754091066
22,182.6,68.2,non,7,Bretagne,non,oui,2,315.7,2658,0.0,2.5068201193520885,0.34,2020-02-27,606.0,5000.0,17936.513000072897
44,172.2,56.9,non,0,Bretagne,oui,non,1,268.2,2638,2.0,1.0,0.99,2023-06-04,574.7797217537943,5000.0,500.0
51,174.9,50.9,oui,5,Provence-Alpes-Côte d’Azur,non,oui,0,157.7,2063,3.0,2.5068201193520885,0.98,2023-09-30,574.7797217537943,5306.473283539622,23579.028746479045
74,165.3,98.5,oui,5,Bretagne,non,non,3,230.0,1390,3.0,1.0,0.55,2020-01-27,667.0,5306.473283539622,6395.366210058896
30,186.4,79.0,non,8,Provence-Alpes-Côte d’Azur,oui,non,0,392.3,2857,3.0,2.5068201193520885,0.49,2023-11-06,755.0,5000.0,500.0
25,160.1,78.8,oui,0,Hauts-de-France,oui,oui,2,199.4,4288,0.0,5.0,0.5,2021-05-09,574.7797217537943,5306.473283539622,500.0
20,187.8,79.5,non,8,Auvergne-Rhône-Alpes,oui,non,4,201.8,4037,6.0,3.0,0.25,2023-06-09,574.7797217537943,5306.473283539622,5008.917167297264
59,158.4,93.1,oui,4,Île-de-France,oui,oui,0,204.6,2507,2.0,3.0,0.08,2025-01-04,540.0,5306.473283539622,4016.928245617169
57,167.7,42.2,non,8,Hauts-de-France,oui,non,0,66.8,3813,0.0,2.0,0.29,2023-07-18,357.0,5000.0,500.0
46,188.9,59.7,non,8,Occitanie,oui,oui,4,239.8,1740,3.0,1.0,0.49,2023-12-17,561.0,5000.0,17451.952534997985
75,159.5,84.1,oui,4,Hauts-de-France,non,oui,3,25.6,4563,3.0,2.5068201193520885,0.19,2022-11-23,727.0,5306.473283539622,36458.65655630134
54,180.6,82.7,oui,5,Corse,oui,oui,1,273.0,2169,3.0,2.5068201193520885,0.49,2023-04-08,574.7797217537943,5306.473283539622,500.0
37,182.8,68.5,non,7,Auvergne-Rhône-Alpes,non,non,2,377.5,3265,2.0,2.5068201193520885,0.87,2023-04-13,406.0,5306.473283539622,500.0
28,176.9,68.0,oui,5,Normandie,oui,non,1,346.1,2217,3.0,2.5068201193520885,0.71,2022-12-21,547.0,5306.473283539622,500.0
42,176.2,55.9,non,7,Île-de-France,oui,oui,3,258.3,3122,0.0,5.0,0.56,2022-09-25,574.7797217537943,5000.0,23705.577189571053
37,168.1,57.0,non,7,Corse,non,non,1,345.5,2159,2.0,2.5068201193520885,0.96,2022-08-28,350.0,5000.0,500.0
41,168.1,100.3,non,7,Île-de-France,non,non,3,166.2,3062,3.0,2.5068201193520885,0.38,2025-02-26,432.0,5000.0,11265.525684363349
51,179.6,67.4,oui,5,Auvergne-Rhône-Alpes,non,oui,2,76.1,2202,3.0,2.5068201193520885,0.89,2024-08-03,574.7797217537943,5000.0,16168.417543685597
55,167.0,63.8,non,8,Provence-Alpes-Côte d’Azur,oui,non,1,366.4,2976,0.0,2.0,0.7,2022-09-08,695.0,5306.473283539622,500.0
40,161.6,60.6,non,5,Hauts-de-France,oui,non,2,219.8,2641,3.0,1.0,0.88,2021-11-27,597.0,5000.0,500.0
21,167.0,66.0,oui,8,Bretagne,non,oui,2,270.7,1203,6.0,3.0,0.14,2025-04-27,574.7797217537943,5000.0,19340.21393260887
19,172.6,69.0,oui,7,Normandie,oui,oui,0,287.0,2816,6.0,2.5068201193520885,0.59,2020-10-31,574.7797217537943,5000.0,500.0
68,179.7,69.6,non,5,Normandie,non,non,2,250.4,3073,3.0,1.0,0.71,2021-05-15,574.7797217537943,5306.473283539622,500.0
68,168.2,50.4,non,5,Bretagne,oui,non,2,244.9,3113,6.0,1.0,0.35,2024-01-19,574.7797217537943,5000.0,500.0
74,167.4,64.3,non,7,Île-de-France,non,oui,0,299.3,500,2.0,2.5068201193520885,0.61,2022-03-13,574.7797217537943,5000.0,500.0
22,153.1,82.4,non,8,Auvergne-Rhône-Alpes,non,non,1,274.1,1806,0.0,4.0,0.08,2023-10-14,627.0,5306.473283539622,500.0
30,176.7,66.6,non,8,Bretagne,non,oui,3,398.3,2393,6.0,1.0,0.75,2025-05-18,574.7797217537943,5000.0,31018.138218682147
64,168.2,78.7,non,7,Corse,oui,oui,0,384.0,2854,6.0,2.0,0.24,2024-07-30,574.7797217537943,5306.473283539622,500.0
23,150.0,61.4,oui,7,Occitanie,oui,non,2,290.3,500,6.0,2.5068201193520885,0.46,2023-10-05,551.0,5306.473283539622,500.0
52,173.4,58.9,non,8,Occitanie,non,non,2,258.6,2318,3.0,5.0,0.45,2025-05-04,574.7797217537943,5000.0,500.0
53,182.9,45.2,oui,5,Hauts-de-France,non,non,3,175.6,1515,2.0,2.5068201193520885,0.69,2020-02-23,692.0,5000.0,500.0
45,176.2,54.3,oui,8,Hauts-de-France,oui,non,2,60.7,2793,6.0,2.5068201193520885,0.22,2021-08-06,581.0,5306.473283539622,500.0
31,159.0,58.1,non,5,Île-de-France,non,oui,1,332.3,3013,2.0,2.5068201193520885,1.0,2021-05-09,574.7797217537943,5000.0,23396.4750533672
75,175.9,70.0,non,7,Bretagne,non,non,0,295.8,2694,3.0,0.0,0.25,2024-04-11,574.7797217537943,5306.473283539622,500.0
31,157.0,57.6,non,7,Bretagne,oui,non,3,159.4,2336,2.0,2.5068201193520885,0.88,2020-11-01,574.7797217537943,5306.473283539622,500.0
23,176.2,71.3,non,7,Île-de-France,oui,non,1,45.6,3496,2.0,2.5068201193520885,0.31,2024-05-29,789.0,5306.473283539622,500.0
69,173.6,57.9,non,0,Normandie,oui,non,0,156.7,1933,6.0,2.5068201193520885,0.54,2023-01-14,822.0,5306.473283539622,500.0
58,161.0,57.5,non,5,Hauts-de-France,non,oui,0,295.1,1009,2.0,2.5068201193520885,0.91,2024-12-18,574.7797217537943,5306.473283539622,500.0
54,181.0,69.4,non,7,Bretagne,oui,oui,3,305.4,1165,3.0,2.5068201193520885,0.19,2020-07-09,641.0,5306.473283539622,10394.529017457107
23,171.0,60.2,oui,7,Bretagne,non,oui,3,319.8,1869,3.0,2.5068201193520885,0.03,2021-01-18,574.7797217537943,5306.473283539622,44394.463078621295
51,158.2,77.2,oui,4,Île-de-France,oui,non,0,68.1,2790,3.0,5.0,0.67,2020-08-26,534.0,5000.0,500.0
65,167.2,68.8,oui,7,Provence-Alpes-Côte d’Azur,non,oui,1,380.3,1657,3.0,2.5068201193520885,0.39,2022-08-08,464.0,5306.473283539622,16532.453840404578
68,165.7,49.0,non,4,Provence-Alpes-Côte d’Azur,oui,non,5,285.0,2268,3.0,2.0,0.67,2020-02-27,456.0,5000.0,500.0
45,175.0,76.2,oui,5,Hauts-de-France,non,oui,2,144.3,3142,3.0,1.0,0.16,2022-03-23,343.0,5000.0,8714.565853818895
65,171.2,66.0,non,8,Normandie,non,oui,3,356.5,1074,0.0,3.0,0.58,2025-06-11,801.0,5306.473283539622,20273.54742241256
43,159.7,64.4,oui,5,Bretagne,non,oui,1,198.4,2213,2.0,3.0,0.37,2022-09-17,574.7797217537943,5000.0,15023.906265421176
67,179.6,79.0,non,4,Auvergne-Rhône-Alpes,non,non,-1,461.8,1201,3.0,2.5068201193520885,0.19,2020-11-26,574.7797217537943,5306.473283539622,500.0
29,180.6,83.9,oui,5,Occitanie,non,non,3,154.1,1761,0.0,2.0,0.04,2025-04-17,574.7797217537943,5000.0,11260.125540392632
37,162.3,83.7,oui,8,Normandie,oui,non,1,219.7,1607,0.0,0.0,0.05,2024-02-13,606.0,5306.473283539622,500.0
39,155.3,80.8,oui,7,Occitanie,oui,non,5,339.4,995,3.0,2.5068201193520885,0.1,2024-11-11,574.7797217537943,5306.473283539622,500.0
38,163.7,52.4,oui,7,Occitanie,oui,non,2,306.7,1860,3.0,1.0,0.61,2023-06-14,574.7797217537943,5306.473283539622,500.0
42,171.8,40.7,oui,7,Normandie,oui,oui,4,198.4,1491,3.0,5.0,0.83,2022-05-01,574.7797217537943,5000.0,30901.93159311558
54,164.7,92.0,oui,0,Hauts-de-France,oui,non,2,198.9,4518,3.0,2.5068201193520885,0.67,2020-07-25,450.0,5306.473283539622,500.0
18,157.4,70.7,non,5,Hauts-de-France,oui,oui,3,404.7,1723,6.0,2.0,0.3,2020-09-15,574.7797217537943,5000.0,500.0
44,185.0,100.9,non,4,Provence-Alpes-Côte d’Azur,non,oui,0,70.8,3009,3.0,2.5068201193520885,0.86,2021-10-23,324.0,5000.0,3720.790331780776
34,163.0,72.7,non,0,Corse,non,oui,5,284.3,4029,3.0,2.5068201193520885,0.29,2023-01-19,354.0,5306.473283539622,5354.091189259598
45,169.5,67.2,oui,8,Provence-Alpes-Côte d’Azur,non,non,0,130.0,4544,2.0,2.5068201193520885,0.57,2020-10-28,567.0,5306.473283539622,500.0
47,178.2,81.3,non,7,Auvergne-Rhône-Alpes,non,non,2,222.4,2849,3.0,2.5068201193520885,0.37,2022-05-05,574.7797217537943,5000.0,1900.0212709012196
53,165.7,91.8,non,4,Corse,non,oui,0,110.6,3871,3.0,4.0,0.43,2020-09-01,574.7797217537943,5000.0,500.0
42,155.6,70.8,non,8,Hauts-de-France,non,non,0,486.9,3032,2.0,2.5068201193520885,0.63,2022-01-18,574.7797217537943,5000.0,500.0
59,152.4,50.4,non,5,Hauts-de-France,non,non,1,140.6,2155,3.0,0.0,0.15,2020-02-01,647.0,5306.473283539622,500.0
39,168.9,63.2,non,8,Occitanie,non,non,3,129.6,3127,6.0,4.0,0.62,2020-11-05,525.0,5000.0,4049.719116227865
48,183.0,68.1,oui,7,Corse,oui,non,0,194.6,1523,6.0,2.5068201193520885,0.33,2022-08-01,574.7797217537943,5306.473283539622,500.0
49,156.8,74.2,oui,0,Occitanie,non,oui,1,271.1,2091,6.0,2.5068201193520885,0.55,2025-04-15,426.0,5306.473283539622,15512.902942083068
20,156.8,66.9,non,0,Auvergne-Rhône-Alpes,oui,non,0,358.1,1862,3.0,2.5068201193520885,0.96,2025-02-14,471.0,5000.0,500.0
57,177.2,58.4,non,7,Occitanie,non,non,1,185.1,2650,0.0,2.5068201193520885,0.61,2020-11-09,372.0,5000.0,500.0
56,161.0,61.1,oui,7,Provence-Alpes-Côte d’Azur,non,oui,3,272.4,4497,6.0,2.5068201193520885,0.07,2020-05-01,387.0,5306.473283539622,33191.12052798154
41,173.7,69.0,non,0,Hauts-de-France,non,oui,2,404.1,1111,3.0,2.5068201193520885,0.61,2023-05-31,574.7797217537943,5306.473283539622,500.0
